n,d_n,maxP,SSD_flag
1,2,2,1
2,1,3,1
3,3,6,1
4,6,12,1
5,8,20,1
6,14,34,1
7,22,56,1
8,50,106,1
9,86,192,1
10,172,364,1
11,330,694,1
12,638,1332,1
13,1226,2558,1
14,2452,5010,1
15,4818,9828,1
16,9464,19292,1
17,18598,37890,1
18,36558,74448,1
19,73116,147564,1
20,145006,292570,1
21,287560,580130,1
22,570302,1150432,1
23,1131140,2281572,1
24,2243682,4525254,1
25,4487364,9012618,1
26,8938170,17950788,1
27,17803224,35754012,1
