n,d_n,maxP,SSD_flag
1,4,4,1
2,2,6,1
3,1,7,1
4,5,12,1
5,8,20,1
6,16,36,1
7,24,60,1
8,48,108,1
9,88,196,1
10,160,356,1
11,320,676,1
12,616,1292,1
13,1184,2476,1
14,2280,4756,1
15,4560,9316,1
16,8960,18276,1
17,17600,35876,1
18,34584,70460,1
19,67984,138444,1
20,135968,274412,1
21,269656,544068,1
22,534752,1078820,1
23,1060544,2139364,1
24,2103488,4242852,1
25,4172392,8415244,1
26,8344784,16760028,1
27,16621584,33381612,1
