n,d_n,maxP,SSD_flag
1,1,1,1
2,1,2,1
3,3,5,1
4,6,11,1
5,7,18,1
6,16,34,1
7,29,63,1
8,52,115,1
9,104,219,1
10,201,420,1
11,386,806,1
12,743,1549,1
13,1486,3035,1
14,2920,5955,1
15,5736,11691,1
16,11271,22962,1
17,22156,45118,1
18,44312,89430,1
19,87881,177311,1
20,174276,351587,1
21,345632,697219,1
22,685528,1382747,1
23,1359785,2742532,1
24,2719570,5462102,1
25,5416984,10879086,1
26,10789656,21668742,1
27,21491431,43160173,1
