n,d_n,maxP,SSD_flag
1,4,4,1
2,2,6,1
3,1,7,1
4,3,10,0
5,8,18,0
6,14,32,0
7,26,58,0
8,48,106,0
9,96,202,0
10,184,386,0
11,354,740,0
12,682,1422,0
13,1364,2786,0
14,2680,5466,0
15,5264,10730,0
16,10344,21074,0
17,20334,41408,0
18,40668,82076,0
19,80654,162730,0
20,159944,322674,0
21,317208,639882,0
22,629152,1269034,0
23,1247960,2516994,0
24,2495920,5012914,0
25,4971506,9984420,0
26,9902344,19886764,0
27,19724034,39610798,0
