SSD,d,P,delta
1,6,6,5
1,4,10,8
1,2,12,8
0,2,14,7
1,9,23,10
1,5,28,4
1,22,50,6
1,40,90,6
1,78,168,7
1,151,319,10
1,296,615,21
1,565,1180,16
1,1130,2310,26
1,2220,4530,46
1,4362,8892,85
1,8573,17465,160
1,16850,34315,14
1,33700,68015,7
1,66835,134850,-2
1,132540,267390,-30
1,262860,530250,-106
1,521358,1051608,-297
1,1034143,2085751,-9252
1,2068286,4154037,-18664
1,4119722,8273759,-37342
1,8205744,16479503,-74691
1,16344653,32824156,-149380
