SSD,d,P,delta
1,5,5,4
1,7,12,10
1,3,15,11
1,3,18,11
1,6,24,11
1,14,38,14
1,23,61,17
1,43,104,20
1,89,193,32
1,155,348,39
1,310,658,64
1,597,1255,91
1,1151,2406,122
1,2213,4619,135
1,4426,9045,238
1,8697,17742,437
1,17084,34826,525
1,33571,68397,389
1,65991,134388,-464
1,131982,266370,-1050
1,261751,528121,-2235
1,519076,1047197,-4708
1,1029455,2076652,-18351
1,2041826,4118478,-54223
1,4050081,8168559,-142542
1,8100162,16268721,-285473
