SSD,d,P,delta
1,6,6,5
1,4,10,8
1,2,12,8
0,2,14,7
1,5,19,6
1,9,28,4
1,22,50,6
1,40,90,6
1,78,168,7
1,149,317,8
1,296,613,19
1,563,1176,12
1,1126,2302,18
1,2212,4514,30
1,4346,8860,53
1,8543,17403,98
1,16790,34193,-108
1,33580,67773,-235
1,66597,134370,-482
1,132068,266438,-982
1,261924,528362,-1994
1,519502,1047864,-4041
1,1030461,2078325,-16678
1,2060922,4139247,-33454
1,4105054,8244301,-66800
1,8176528,16420829,-133365
