SSD,d,P,delta
1,7,7,6
1,8,15,13
1,4,19,15
1,4,23,16
1,6,29,16
1,10,39,15
1,24,63,19
1,44,107,23
1,78,185,24
1,156,341,32
1,302,643,49
1,580,1223,59
1,1116,2339,55
1,2232,4571,87
1,4386,8957,150
1,8616,17573,268
1,16930,34503,202
1,33280,67783,-225
1,66560,134343,-509
1,132004,266347,-1073
1,261776,528123,-2233
1,519166,1047289,-4616
1,1029716,2077005,-17998
1,2042502,4119507,-53194
1,4085004,8204511,-106590
1,8136728,16341239,-212955
1,16206896,32548135,-425401
