SSD,d,P,delta
1,3,3,2
1,4,7,5
1,4,11,7
1,8,19,12
1,6,25,12
1,6,31,7
1,24,55,11
1,44,99,15
1,80,179,18
1,154,333,24
1,308,641,47
1,586,1227,63
1,1128,2355,71
1,2256,4611,127
1,4432,9043,236
1,8710,17753,448
1,17112,34865,564
1,33638,68503,495
1,67276,135779,927
1,133424,269203,1783
1,264592,533795,3439
1,524752,1058547,6642
1,1040794,2099341,4338
1,2064476,4163817,-8884
1,4128952,8292769,-18332
1,8224266,16517035,-37159
1,16381256,32898291,-75245
