SSD,d,P,delta
1,3,3,2
1,7,10,8
1,6,16,12
1,8,24,17
1,8,32,19
0,4,36,12
1,28,64,20
1,48,112,28
1,88,200,39
1,176,376,67
1,312,688,94
1,624,1312,148
1,1200,2512,228
1,2312,4824,340
1,4448,9272,465
1,8896,18168,863
1,17480,35648,1347
1,34336,69984,1976
1,67472,137456,2604
1,132632,270088,2668
1,265264,535352,4996
1,526080,1061432,9527
1,1043264,2104696,9693
1,2069048,4173744,1043
1,4103760,8277504,-33597
1,8140048,16417552,-136642
1,16280096,32697648,-275888
