SSD,d,P,delta
1,2,2,1
1,1,3,1
1,1,4,0
1,5,9,2
1,8,17,4
1,12,29,5
1,26,55,11
1,47,102,18
1,93,195,34
1,178,373,64
1,344,717,123
1,662,1379,215
1,1350,2729,445
1,2627,5356,872
1,5161,10517,1710
1,10144,20661,3356
1,20288,40949,6648
1,40232,81181,13173
1,79802,160983,26131
1,158254,319237,51817
1,313881,633118,102762
1,622601,1255719,203814
1,1245202,2500921,405918
1,2480260,4981181,808480
1,4940232,9921413,1610312
1,9840232,19761645,3207451
1,19600662,39362307,6388771
