SSD,d,P,delta
1,2,2,1
1,1,3,1
1,1,4,0
1,9,13,6
1,6,19,6
1,16,35,11
1,22,57,13
1,54,111,27
1,101,212,51
1,193,405,96
1,370,775,181
1,740,1515,351
1,1458,2973,689
1,2862,5835,1351
1,5623,11458,2651
1,11053,22511,5206
1,22106,44617,10316
1,43842,88459,20451
1,86944,175403,40551
1,172430,347833,80413
1,341998,689831,159475
1,678373,1368204,316299
1,1356746,2724950,629947
1,2702439,5427389,1254688
1,5382772,10810161,2499060
1,10721702,21531863,4977669
1,21356460,42888323,9914787
