SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,5,9,2
1,6,15,2
1,13,28,4
1,24,52,8
1,43,95,11
1,91,186,25
1,171,357,48
1,329,686,92
1,658,1344,180
1,1292,2636,352
1,2541,5177,693
1,4991,10168,1361
1,9811,19979,2674
1,19622,39601,5300
1,38915,78516,10508
1,77172,155688,20836
1,153052,308740,41320
1,303563,612303,81947
1,602135,1214438,162533
1,1204270,2418708,323705
1,2398729,4817437,644736
1,4777836,9595273,1284172
1,9516757,19112030,2557836
