SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,3,7,0
1,8,15,2
1,11,26,2
1,22,48,4
1,44,92,8
1,85,177,16
1,162,339,30
1,313,652,58
1,626,1278,114
1,1230,2508,224
1,2416,4924,440
1,4747,9671,864
1,9332,19003,1698
1,18664,37667,3366
1,37015,74682,6674
1,73404,148086,13234
1,145578,293664,26244
1,288740,582404,52048
1,572733,1155137,103232
1,1145466,2300603,205600
1,2281600,4582203,409502
1,4544536,9126739,815638
1,9052057,18178796,1624602
1,18030710,36209506,3235970
