SSD,d,P,delta
1,2,2,1
1,1,3,1
1,1,4,0
1,7,11,4
1,8,19,6
1,14,33,9
1,22,55,11
1,44,99,15
1,88,187,26
1,176,363,54
1,330,693,99
1,660,1353,189
1,1298,2651,367
1,2552,5203,719
1,5016,10219,1412
1,9856,20075,2770
1,19712,39787,5486
1,39094,78881,10873
1,77528,156409,21557
1,153758,310167,42747
1,304964,615131,84775
1,604912,1220043,168138
1,1209824,2429867,334864
1,2409792,4839659,666958
1,4799872,9639531,1328430
1,9560650,19200181,2645987
1,19043772,38243953,5270417
