SSD,d,P,delta
1,2,2,1
1,1,3,1
1,1,4,0
1,8,12,5
1,8,20,7
1,15,35,11
1,24,59,15
1,47,106,22
1,94,200,39
1,189,389,80
1,354,743,149
1,699,1442,278
1,1336,2778,494
1,2672,5450,966
1,5250,10700,1893
1,10311,21011,3706
1,20268,41279,6978
1,39837,81116,13108
1,79674,160790,25938
1,158012,318802,51382
1,313352,632154,101798
1,621454,1253608,201703
1,1232597,2486205,391202
1,2444926,4931131,758430
1,4889852,9820983,1509882
1,9739867,19560850,3006656
1,19400060,38960910,5987374
