SSD,d,P,delta
1,2,2,1
1,1,3,1
1,1,4,0
1,5,9,2
1,7,16,3
1,12,28,4
1,25,53,9
1,45,98,14
1,89,187,26
1,171,358,49
1,330,688,94
1,635,1323,159
1,1295,2618,334
1,2520,5138,654
1,4951,10089,1282
1,9731,19820,2515
1,19462,39282,4981
1,38594,77876,9868
1,76553,154429,19577
1,151811,306240,38820
1,301102,607342,76986
1,597253,1204595,152690
1,1194506,2399101,304098
1,2379281,4778382,605681
1,4739100,9517482,1206381
1,9439606,18957088,2402894
