SSD,d,P,delta
1,2,2,1
1,1,3,1
1,1,4,0
1,7,11,4
1,9,20,7
1,14,34,10
1,23,57,13
1,46,103,19
1,92,195,34
1,183,378,69
1,344,722,128
1,688,1410,246
1,1353,2763,479
1,2660,5423,939
1,5228,10651,1844
1,10273,20924,3619
1,20546,41470,7169
1,40748,82218,14210
1,80808,163026,28174
1,160263,323289,55869
1,317866,641155,110799
1,630504,1271659,219754
1,1261008,2532667,437664
1,2511743,5044410,871709
1,5002940,10047350,1736249
1,9965132,20012482,3458288
1,19849456,39861938,6888402
