SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,6,10,3
1,7,17,4
1,14,31,7
1,27,58,14
1,48,106,22
1,98,204,43
1,187,391,82
1,360,751,157
1,693,1444,280
1,1386,2830,546
1,2724,5554,1070
1,5350,10904,2097
1,10513,21417,4112
1,20666,42083,7782
1,41332,83415,15407
1,81971,165386,30534
1,162556,327942,60522
1,322388,650330,119974
1,639426,1289756,237851
1,1268339,2558095,463092
1,2536678,5094773,922072
1,5052690,10147463,1836362
1,10064048,20211511,3657317
