SSD,d,P,delta
1,7,7,6
1,6,13,11
1,8,21,17
1,4,25,18
1,4,29,16
1,16,45,21
1,24,69,25
1,44,113,29
1,88,201,40
1,156,357,48
1,312,669,75
1,600,1269,105
1,1156,2425,141
1,2224,4649,165
1,4448,9097,290
1,8740,17837,532
1,17168,35005,704
1,33736,68741,733
1,66316,135057,205
1,132632,267689,269
1,263040,530729,373
1,521632,1052361,456
1,1034524,2086885,-8118
1,2051880,4138765,-33936
1,4070024,8208789,-102312
1,8140048,16348837,-205357
1,16213780,32562617,-410919
