SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,7,11,4
1,8,19,6
1,15,34,10
1,30,64,20
1,53,117,33
1,98,215,54
1,196,411,102
1,377,788,194
1,724,1512,348
1,1395,2907,623
1,2790,5697,1213
1,5482,11179,2372
1,10768,21947,4642
1,21159,43106,8805
1,41594,84700,16692
1,83188,167888,33036
1,164981,332869,65449
1,327172,660041,129685
1,648862,1308903,256998
1,1286956,2595859,500856
1,2552753,5148612,975911
1,5105506,10254118,1943017
1,10169418,20423536,3869342
1,20255648,40679184,7705648
