SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,8,12,5
1,6,18,5
1,16,34,10
1,22,56,12
1,52,108,24
1,98,206,45
1,172,378,69
1,344,722,128
1,666,1388,224
1,1280,2668,384
1,2462,5130,646
1,4924,10054,1247
1,9676,19730,2425
1,19008,38738,4437
1,37350,76088,8080
1,73420,149508,14656
1,146840,296348,28928
1,291218,587566,57210
1,577512,1165078,113173
1,1145348,2310426,215423
1,2271688,4582114,409413
1,4506026,9088140,777039
1,9012052,18100192,1545998
1,17950684,36050876,3077340
