SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,8,12,5
1,9,21,8
1,16,37,13
1,25,62,18
1,58,120,36
1,99,219,58
1,209,428,119
1,391,819,225
1,763,1582,418
1,1520,3102,818
1,2982,6084,1600
1,5865,11949,3142
1,11521,23470,6165
1,23042,46512,12211
1,45712,92224,24216
1,90642,182866,48014
1,179764,362630,95210
1,356546,719176,188820
1,713092,1432268,380363
1,1420319,2852587,757584
1,2829117,5681704,1509003
1,5635192,11316896,3005795
1,11224672,22541568,5987374
1,22358702,44900270,11926734
