SSD,d,P,delta
1,2,2,1
1,1,3,1
1,1,4,0
1,5,9,2
1,6,15,2
1,12,27,3
1,24,51,7
1,43,94,10
1,85,179,18
1,164,343,34
1,316,659,65
1,608,1267,103
1,1240,2507,223
1,2413,4920,436
1,4741,9661,854
1,9318,18979,1674
1,18636,37615,3314
1,36956,74571,6563
1,73304,147875,13023
1,145368,293243,25823
1,288323,581566,51210
1,571905,1153471,101566
1,1143810,2297281,202278
1,2278302,4575583,402882
1,4537968,9113551,802450
1,9038980,18152531,1598337
