SSD,d,P,delta
1,3,3,2
1,2,5,3
1,1,6,2
0,1,7,0
1,7,14,1
1,11,25,1
1,20,45,1
1,39,84,0
1,78,162,1
1,148,310,1
1,285,595,1
1,570,1165,1
1,1120,2285,1
1,2201,4486,2
1,4324,8810,3
1,8500,17310,5
1,17000,34310,9
1,33715,68025,17
1,66860,134885,33
1,132600,267485,65
1,262999,530484,128
1,521674,1052158,253
1,1043348,2095506,503
1,2078196,4173702,1001
1,4139392,8313094,1993
