SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,3,7,0
1,9,16,3
1,11,27,3
1,23,50,6
1,46,96,12
1,89,185,24
1,169,354,45
1,327,681,87
1,654,1335,171
1,1285,2620,336
1,2524,5144,660
1,4959,10103,1296
1,9749,19852,2547
1,19498,39350,5049
1,38669,78019,10011
1,76684,154703,19851
1,152083,306786,39366
1,301642,608428,78072
1,598325,1206753,154848
1,1196650,2403403,308400
1,2383551,4786954,614253
1,4747604,9534558,1223457
1,9456539,18991097,2436903
1,18836394,37827491,4853955
