SSD,d,P,delta
1,9,9,8
1,7,16,14
1,4,20,16
1,4,24,17
1,2,26,13
1,6,32,8
1,32,64,20
1,44,108,24
1,88,196,35
1,172,368,59
1,304,672,78
1,608,1280,116
1,1172,2452,168
1,2256,4708,224
1,4340,9048,241
1,8680,17728,423
1,17056,34784,483
1,33504,68288,280
1,65836,134124,-728
1,129416,263540,-3880
1,258832,522372,-7984
1,513324,1035696,-16209
1,1017968,2053664,-41339
1,2018880,4072544,-100157
1,4004256,8076800,-234301
1,7942676,16019476,-534718
1,15885352,31904828,-1068708
