SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,5,9,2
1,8,17,4
1,13,30,6
1,26,56,12
1,47,103,19
1,86,189,28
1,172,361,52
1,331,692,98
1,636,1328,164
1,1225,2553,269
1,2450,5003,519
1,4814,9817,1010
1,9456,19273,1968
1,18581,37854,3553
1,36526,74380,6372
1,73052,147432,12580
1,144879,292311,24891
1,287308,579619,49263
1,569802,1149421,97516
1,1130148,2279569,184566
1,2241715,4521284,348583
1,4483430,9004714,693613
1,8930334,17935048,1380854
1,17787616,35722664,2749128
