SSD,d,P,delta
1,1,1,0
1,1,2,0
1,2,4,0
1,9,13,6
1,7,20,7
1,6,26,2
1,24,50,6
1,46,96,12
1,85,181,20
1,164,345,36
1,323,668,74
1,618,1286,122
1,1236,2522,238
1,2426,4948,464
1,4767,9715,908
1,9370,19085,1780
1,18417,37502,3201
1,37321,74823,6815
1,73537,148360,13508
1,145838,294198,26778
1,289250,583448,53092
1,578500,1161948,110043
1,1152233,2314181,219178
1,2295096,4609277,436576
1,4571775,9181052,869951
1,9106229,18287281,1733087
1,18138921,36426202,3452666
