n,d_n,maxP,SSD_flag
1,1,1,1
2,5,6,1
3,2,8,1
4,2,10,1
5,4,14,0
6,14,28,0
7,20,48,0
8,40,88,0
9,78,166,0
10,152,318,0
11,290,608,0
12,580,1188,0
13,1140,2328,0
14,2240,4568,0
15,4402,8970,0
16,8652,17622,0
17,17304,34926,0
18,34318,69244,0
19,68056,137300,0
20,134972,272272,0
21,267704,539976,0
22,531006,1070982,0
23,1062012,2132994,0
24,2115372,4248366,0
25,4213440,8461806,0
26,8392562,16854368,0
27,16717068,33571436,0
28,33299164,66870600,0
29,66330624,133201224,0
30,132661248,265862472,0
