n,d_n,maxP,SSD_flag
1,1,1,1
2,1,2,1
3,2,4,1
4,3,7,1
5,6,13,1
6,11,24,1
7,20,44,1
8,40,84,1
9,77,161,1
10,148,309,1
11,285,594,1
12,570,1164,1
13,1120,2284,1
14,2200,4484,1
15,4323,8807,1
