n,d_n,maxP,SSD_flag
1,1,1,1
2,2,3,1
3,2,5,1
4,4,9,1
5,6,15,1
6,12,27,1
7,22,49,1
8,40,89,1
9,80,169,1
10,154,323,1
11,296,619,1
12,570,1189,1
13,1140,2329,1
14,2240,4569,1
15,4400,8969,1
16,8646,17615,1
17,16996,34611,1
18,33992,68603,1
19,67414,136017,1
20,133688,269705,1
21,265136,534841,1
22,525872,1060713,1
23,1043098,2103811,1
24,2086196,4190007,1
25,4155396,8345403,1
