n,d_n,maxP,SSD_flag
1,5,5,1
2,1,6,1
3,1,7,1
4,2,9,0
5,3,12,0
6,12,24,0
7,18,42,0
8,35,77,0
9,68,145,0
10,136,281,0
11,257,538,0
12,514,1052,0
13,1010,2062,0
14,1985,4047,0
15,3902,7949,0
16,7668,15617,0
17,15336,30953,0
18,30415,61368,0
19,60316,121684,0
20,119622,241306,0
21,237259,478565,0
22,470616,949181,0
