n,d_n,maxP,SSD_flag
1,5,5,1
2,2,7,1
3,1,8,1
4,1,9,1
5,4,13,0
6,13,26,0
7,19,45,0
8,37,82,0
9,74,156,0
10,143,299,0
11,273,572,0
12,546,1118,0
13,1073,2191,0
14,2109,4300,0
15,4144,8444,0
16,8145,16589,0
17,16290,32879,0
18,32307,65186,0
19,64068,129254,0
20,127063,256317,0
21,252017,508334,0
22,499890,1008224,0
