n,d_n,maxP,SSD_flag
1,8,8,1
2,2,10,1
3,1,11,1
4,1,12,1
5,4,16,1
6,6,22,0
7,22,44,0
8,33,77,0
9,66,143,0
10,127,270,0
11,254,524,0
12,480,1004,0
13,960,1964,0
14,1887,3851,0
15,3708,7559,0
16,7289,14848,0
17,14324,29172,0
18,28648,57820,0
19,56816,114636,0
20,112672,227308,0
21,223457,450765,0
22,443206,893971,0
23,879123,1773094,0
24,1758246,3531340,0
25,3502168,7033508,0
26,6975688,14009196,0
27,13894560,27903756,0
