n,d_n,maxP,SSD_flag
1,1,1,1
2,9,10,1
3,2,12,1
4,2,14,1
5,4,18,0
6,6,24,0
7,24,48,0
8,36,84,0
9,70,154,0
10,136,290,0
11,272,562,0
12,514,1076,0
13,1028,2104,0
14,2020,4124,0
15,3970,8094,0
16,7804,15898,0
17,15336,31234,0
18,30672,61906,0
19,60830,122736,0
20,120632,243368,0
