n,d_n,maxP,SSD_flag
1,2,2,1
2,5,7,1
3,1,8,1
4,1,9,0
5,4,13,0
6,11,24,0
7,16,40,0
8,38,78,0
9,70,148,0
10,135,283,0
11,263,546,0
12,522,1068,0
13,1028,2096,0
14,2018,4114,0
15,3966,8080,0
16,7797,15877,0
17,15729,31606,0
18,31060,62666,0
19,61598,124264,0
20,122168,246432,0
21,242318,488750,0
22,484636,973386,0
